MBB;2700000;60750000000;123690;2807025000
VRE;3961310;1,19E+11;2234440;67298635500
E1VFVN30;1520170;26268190700;141980;2446799500
BID;1096150;51577629000;138440;6489953000
STB;1405620;23867278000;472920;8046196000
VPB;830100;25069020000;3370;106140500
HDG;778860;26599711500;2160;72036000
VHM;1259120;1,07E+11;650260;55431261000
FUEVFVND;504620;8230827700;14700;238902000
NLG;727100;21278153500;308030;9008345000
MSN;827570;69566402000;413450;34733268000
CTG;367030;12660337500;2100;72230000
VCB;676000;66259888000;391920;38339810000
HAG;266520;1376712900;2060;10609000
LDG;242520;1867109200;4000;31000000
KDC;236850;9108462500;100;3850000
HCM;214010;6030403500;10500;294000000
PLX;367230;19609313000;170040;9029487000
APH;232290;17709520000;55610;4368926000
DIG;170820;4589364500;13000;351800000
HDB;780120;18190055000;632790;14645448500
PET;133980;2221128500;0;0
SCR;132900;1034805100;0;0
ROS;171380;377056000;45000;99000000
TPB;110860;2682963000;0;0
FLC;138120;591478500;28390;121385300
BWE;106080;3326947500;570;17832500
DLG;103680;147513800;0;0
STK;103600;2220465000;11590;243390000
DRC;82000;1820440000;0;0
NT2;81700;1928415000;6000;141900000
VCI;300340;13826964000;226110;10562629000
HAI;72090;193201200;0;0
GAS;119300;10124846000;50170;4252487000
GMD;85210;2770470000;17340;555921500
IDI;97310;675848400;30000;202500000
DBC;73370;3635428500;11300;556207000
HT1;54940;939561000;0;0
DRH;57150;477287600;2870;23333100
LHG;53720;1782314000;4460;147479500
AAA;58680;776651000;10000;133000000
SZC;47280;1502693000;200;6440000
HDC;43800;1457670500;4000;135400000
FIT;37750;434475500;500;5725000
ANV;36370;826007000;0;0
TTB;42240;208653000;6810;32982800
TLG;35170;1380192500;10;390000
TGG;34580;38726600;0;0
PPC;35300;845871500;2980;71268500
PDR;31330;1392519000;0;0
CTD;30860;2198424000;0;0
HAR;32540;148499300;2280;10419600
AST;35820;1995327000;5670;315583000
DCM;28930;357817000;200;2480000
TCT;27040;779424000;0;0
RIC;27000;113400000;0;0
CCL;28940;241142800;3500;29435000
PAN;35910;946317000;11230;285256000
TNA;30000;393000000;6160;80909000
ASM;39170;616303000;21100;322048500
HSL;19640;123462600;3070;18973300
QCG;15930;110844200;600;4158000
KBC;227130;4045254000;211900;3768718000
BCM;16280;664680000;1550;63034500
PLP;15690;144609700;1440;13352700
SHI;13830;121720300;0;0
VSC;44060;2386564000;31000;1692722000
TDC;29050;327570000;16150;180209000
CMG;11790;385236000;110;3572500
BCG;11670;115773500;0;0
TLD;16000;91106400;4380;24981900
EVG;11100;72166100;0;0
SMC;10510;187356000;0;0
BMP;15110;953365000;4620;295464000
VPG;9440;163090500;0;0
DGC;8460;405705000;0;0
DMC;8300;464740000;260;14586000
DAH;7910;30134000;0;0
DHM;7070;69097000;0;0
NHH;7910;379090500;1130;53718000
PHR;8140;515016000;1700;108390000
TCL;5710;164429500;0;0
GDT;5530;223299000;0;0
HTI;5350;72965000;0;0
TDH;11890;105922100;6700;59045000
PXS;5000;36000000;0;0
SZL;4220;236988000;0;0
HAP;4210;24937500;0;0
DAG;4110;27725900;0;0
EVE;4320;57351000;230;3082000
DVP;4060;185631000;0;0
PGC;3820;81141000;0;0
HPX;3800;104500000;0;0
PTB;5000;291200000;1340;78323000
NNC;3900;152080000;460;17940000
TIP;3600;127559000;170;6247500
FUEMAV30;205370;2497395500;202190;2458471200
ASG;3000;114914000;0;0
VDS;2570;23130000;0;0
SAB;57720;11481685000;55430;10992668000
TMT;2000;10479700;0;0
DSN;1990;93928000;0;0
PHC;1900;19855000;0;0
BFC;3200;52000000;1500;24375000
C47;1650;16104000;0;0
FUESSV30;295790;3756488000;294310;3736908500
VGC;2590;66336500;1250;32077500
DCL;1120;25633000;0;0
VSH;1080;20033000;0;0
CLC;1250;38781500;300;9160000
UIC;1030;48631000;300;13080000
SGN;720;50665000;0;0
SPM;700;9355000;0;0
NSC;1100;88752000;440;34812000
HVN;8840;248848500;8200;230723500
LIX;5850;314799000;5240;282835000
TYA;500;7200000;0;0
DQC;500;7775000;0;0
SJS;530;13462000;40;1014000
APC;400;9080000;0;0
CTI;370;5235500;0;0
DHG;350;36260000;30;3132000
TRA;320;22088000;0;0
POM;350;4295000;40;494000
VND;91900;2136275500;91700;2141576500
PVD;222510;3188386000;222340;3181978500
TMS;180;6802000;20;763000
VDP;110;3569500;0;0
TVT;100;2490000;0;0
TLH;100;715000;0;0
SJD;50;840000;0;0
SSC;50;2450000;0;0
HTV;30;387000;0;0
LSS;20;155000;0;0
DPR;320;14016000;300;13140000
SMB;20;862000;0;0
SC5;10;194000;0;0
FUCVREIT;10;60000;0;0
TCR;10;37000;0;0
THG;0;0;0;0
VRC;0;0;0;0
PGI;0;0;0;0
TN1;0;0;0;0
VCF;0;0;0;0
PGD;0;0;0;0
THI;0;0;0;0
TIX;0;0;0;0
PMG;0;0;0;0
PME;0;0;0;0
VPI;0;0;0;0
PNC;0;0;0;0
VPS;0;0;0;0
PNJ;0;0;0;0
PIT;0;0;0;0
TDW;0;0;0;0
PJT;0;0;0;0
VTO;0;0;0;0
TTE;0;0;0;0
TRC;0;0;0;0
TS4;0;0;0;0
YBM;0;0;0;0
NAV;0;0;0;0
VAF;0;0;0;0
TVS;0;0;0;0
NBB;0;0;0;0
VTB;0;0;0;0
TNI;0;0;0;0
TNT;0;0;0;0
TNC;0;0;0;0
PDN;0;0;0;0
PAC;0;0;0;0
VSI;0;0;0;0
TPC;0;0;0;0
OPC;0;0;0;0
NVT;0;0;0;0
SRC;0;0;0;0
SRF;0;0;0;0
SFC;0;0;0;0
SCD;0;0;0;0
ST8;0;0;0;0
SVC;0;0;0;0
S4A;0;0;0;0
SBA;0;0;0;0
SAV;0;0;0;0
SHA;0;0;0;0
SGR;0;0;0;0
SHP;0;0;0;0
VOS;0;0;0;0
SII;0;0;0;0
VNS;0;0;0;0
SMA;0;0;0;0
SKG;0;0;0;0
VPD;0;0;0;0
TCD;0;0;0;0
TCO;0;0;0;0
VMD;0;0;0;0
PXI;0;0;0;0
PTL;0;0;0;0
VID;0;0;0;0
TDP;0;0;0;0
PTC;0;0;0;0
PSH;0;0;0;0
SVT;0;0;0;0
TAC;0;0;0;0
VNE;0;0;0;0
SVI;0;0;0;0
QBS;0;0;0;0
TCB;0;0;0;0
VPH;0;0;0;0
PXT;0;0;0;0
TBC;0;0;0;0
MWG;0;0;0;0
CKG;0;0;0;0
HCD;0;0;0;0
CIG;0;0;0;0
HID;0;0;0;0
CHP;0;0;0;0
HAS;0;0;0;0
CMV;0;0;0;0
CLW;0;0;0;0
CLG;0;0;0;0
CLL;0;0;0;0
CDC;0;0;0;0
BTP;0;0;0;0
ELC;0;0;0;0
HRC;0;0;0;0
HTL;0;0;0;0
BSI;0;0;0;0
HMC;0;0;0;0
HII;0;0;0;0
CCI;0;0;0;0
CAV;0;0;0;0
HOT;0;0;0;0
COM;0;0;0;0
FPT;0;0;0;0
DTL;0;0;0;0
DTA;0;0;0;0
DRL;0;0;0;0
FTM;0;0;0;0
FCM;0;0;0;0
EMC;0;0;0;0
DXV;0;0;0;0
DTT;0;0;0;0
FDC;0;0;0;0
FUCTVGF1;0;0;0;0
GMC;0;0;0;0
DAT;0;0;0;0
GSP;0;0;0;0
CSM;0;0;0;0
GTA;0;0;0;0
FUESSV50;0;0;0;0
FUCTVGF2;0;0;0;0
DC4;0;0;0;0
DBD;0;0;0;0
DBT;0;0;0;0
AGG;0;0;0;0
AGM;0;0;0;0
LEC;0;0;0;0
ADS;0;0;0;0
LGC;0;0;0;0
ATG;0;0;0;0
KMR;0;0;0;0
KPF;0;0;0;0
L10;0;0;0;0
ASP;0;0;0;0
LGL;0;0;0;0
MDG;0;0;0;0
ABT;0;0;0;0
ABS;0;0;0;0
BTT;0;0;0;0
AAM;0;0;0;0
LM8;0;0;0;0
ACL;0;0;0;0
ACB;0;0;0;0
MCP;0;0;0;0
MCG;0;0;0;0
