BID;1069610;50437755000;48380;2265050000
FUEVFVND;805990;12983838800;0;0
STB;973270;16326193000;370030;6140002500
HDB;692980;15666770000;157590;3537780000
HDC;479530;15824070000;11580;374950000
NLG;524580;15233889000;165250;4809567000
HSG;492330;10524003000;147550;3118393000
MSN;265270;22169868000;37850;3159452000
SCR;133830;1042081900;0;0
LDG;126250;954734700;2040;15604800
PVD;192100;2755172000;74210;1048412000
KDC;118010;4498933000;5040;192282000
TDH;114360;1026014500;10400;93220000
GTN;98530;2777950000;1890;53650000
AAA;93990;1246159000;0;0
SJF;92940;218332500;5000;11500000
BWE;78820;2464092000;2400;74857500
DRH;73840;598743500;0;0
DRC;71780;1593210000;0;0
E1VFVN30;463140;7947911800;400770;6863219800
AGR;104370;851723400;46930;382588800
TLG;56960;2224446500;840;32634000
IDI;58650;387711700;3460;23562600
PAN;54020;1399620000;0;0
HQC;50880;86570700;0;0
VPG;50830;837964500;0;0
FIT;49440;559650000;0;0
HT1;70490;1178063500;23350;389222000
ROS;47890;105381100;1500;3300000
FCN;48070;611441500;1930;24414500
TCT;45700;1304385000;0;0
EVG;40620;250590000;50;300000
CCL;35280;282940500;0;0
BMP;45080;2883203000;10250;655065000
KSB;49160;1481312500;15490;468383000
STK;54760;1145740000;22620;471864000
BCG;28830;283897600;0;0
DLG;37990;53913100;10150;14363000
CMX;25280;414870000;0;0
DCM;24110;302080500;200;2520000
DHM;23880;232312200;0;0
PLP;24760;224343400;1500;13620000
DMC;22220;1247600000;0;0
AMD;21920;58540500;0;0
EVE;21380;280790000;0;0
LHG;74920;2531359500;53560;1808819500
GIL;27680;1265130000;9260;419560000
TIP;17160;606490500;190;6833500
KOS;19110;624927500;2300;74038000
DBC;21640;1059649000;5430;264944000
TVS;16010;195208000;0;0
HHS;29900;149800000;15050;77380000
NSC;15030;1190160000;400;31672000
SZL;14770;827566000;550;30880000
SAB;68290;13517609000;54900;10845914000
DAH;11670;44460000;0;0
HAP;16260;95934900;5000;29800000
DGW;12910;1003490000;1980;153174000
CTD;24230;1722082000;13910;976975000
HII;10230;154540000;0;0
TCL;10110;290111000;1000;28800000
BFC;9070;147387500;0;0
DGC;27000;1295920000;18940;905150000
LIX;7830;423707000;580;31251000
JVC;9670;46429400;2500;11975000
CTI;8440;119850000;1410;20020000
BMC;15620;186042500;8610;102873500
PET;7920;131868000;1000;16500000
CRE;24910;835210000;18300;607550000
BVH;39560;2293901000;33460;1941866000
SHI;8080;70365000;2080;18266700
PDR;5740;254781000;0;0
POM;5580;69745000;0;0
ELC;5000;41000000;0;0
TYA;5000;72500000;0;0
VOS;5000;11250000;0;0
HTI;3900;55965000;0;0
SFI;3880;120280000;0;0
DPR;3760;167291000;0;0
VGC;3630;93283000;10;256000
SJD;3400;57140000;0;0
VNS;3200;34880000;0;0
LBM;2600;83560000;0;0
NNC;3800;149360500;1250;49166000
PGC;2520;53709000;10;215000
MSH;3070;125222000;660;26743500
GDT;2510;102232000;120;4800000
DSN;2350;110920000;0;0
VSC;43350;2363276000;41020;2235591000
C32;2300;56080500;0;0
TMS;2730;99492000;670;22780000
SBV;1640;20500000;0;0
SZC;1180;37148000;0;0
YEG;1500;67800000;440;19888000
SMB;1020;43760000;0;0
AGG;1000;30900000;0;0
ACC;1000;13900000;0;0
HTV;1000;12750000;0;0
CSM;900;14850000;0;0
NVT;900;4950000;0;0
ANV;3600;81000000;2750;62725000
HUB;780;15756000;0;0
FUESSV50;1200;18120000;520;7800000
FUCVREIT;620;3782000;0;0
HPX;540;14790000;0;0
DCL;500;10730000;0;0
SKG;400;4400000;0;0
CTF;320;6912000;0;0
VCF;360;82640000;60;14100000
VSH;270;5049000;0;0
SMC;10440;181537000;10210;175612000
HAR;170;780000;0;0
ITD;150;1377500;0;0
PDN;240;19027000;130;9945000
SHP;100;2260000;0;0
SCD;100;2390000;0;0
SBT;37850;749270000;37750;746599000
DHA;100;4330000;0;0
DRL;100;5600000;0;0
TRA;20;1368000;0;0
PXI;10;31900;0;0
SII;0;0;0;0
SHA;0;0;0;0
CAV;0;0;0;0
C47;0;0;0;0
SGR;0;0;0;0
BHN;0;0;0;0
PGD;0;0;0;0
SFC;0;0;0;0
PGI;0;0;0;0
SGN;0;0;0;0
CEE;0;0;0;0
OPC;0;0;0;0
CHP;0;0;0;0
CIG;0;0;0;0
SPM;0;0;0;0
ATG;0;0;0;0
BBC;0;0;0;0
CCI;0;0;0;0
SMA;0;0;0;0
CDC;0;0;0;0
PHC;0;0;0;0
PXS;0;0;0;0
BSI;0;0;0;0
PXT;0;0;0;0
QBS;0;0;0;0
PMG;0;0;0;0
BTP;0;0;0;0
PSH;0;0;0;0
PTC;0;0;0;0
PNC;0;0;0;0
PTL;0;0;0;0
RDP;0;0;0;0
SBA;0;0;0;0
SAV;0;0;0;0
PJT;0;0;0;0
SC5;0;0;0;0
PIT;0;0;0;0
REE;0;0;0;0
PME;0;0;0;0
BRC;0;0;0;0
S4A;0;0;0;0
BTT;0;0;0;0
VAF;0;0;0;0
ACL;0;0;0;0
TVT;0;0;0;0
VDP;0;0;0;0
VIS;0;0;0;0
VID;0;0;0;0
VFG;0;0;0;0
TRC;0;0;0;0
TPC;0;0;0;0
TNT;0;0;0;0
TS4;0;0;0;0
ADS;0;0;0;0
TTF;0;0;0;0
TTE;0;0;0;0
VSI;0;0;0;0
VRC;0;0;0;0
VPS;0;0;0;0
VTB;0;0;0;0
LEC;0;0;0;0
YBM;0;0;0;0
VTO;0;0;0;0
ABT;0;0;0;0
ACB;0;0;0;0
VNE;0;0;0;0
VPD;0;0;0;0
VPI;0;0;0;0
VPH;0;0;0;0
ABS;0;0;0;0
TBC;0;0;0;0
