LEC;Công ty Cổ phần Bất động sản Điện lực Miền Trung;Bất động sản;0
LHG;Công ty Cổ phần Long Hậu;Bất động sản;0
NBB;Công ty Cổ phần Đầu tư Năm Bảy Bảy;Bất động sản;0
NLG;Công ty Cổ phần Đầu tư Nam Long;Bất động sản;0
NTL;Công ty Cổ phần Phát triển Đô thị Từ Liêm;Bất động sản;0
NVL;Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va;Bất động sản;1
NVT;Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay;Bất động sản;0
PDR;Công ty Cổ phần Phát triển Bất động sản Phát Đạt;Bất động sản;0
PTL;Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí;Bất động sản;0
QCG;Công ty Cổ phần Quốc Cường Gia Lai;Bất động sản;0
SCR;Công ty Cổ phần Địa ốc Sài Gòn Thương Tín;Bất động sản;0
SGR;Công ty Cổ phần Địa ốc Sài Gòn;Bất động sản;0
SJS;Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà;Bất động sản;0
SZL;Công ty Cổ phần Sonadezi Long Thành;Bất động sản;0
TDC;Công ty Cổ phần Kinh doanh và Phát triển Bình Dương;Bất động sản;0
TDH;Công ty Cổ phần Phát triển Nhà Thủ Đức;Bất động sản;0
TEG;Công ty Cổ phần Năng lượng và Bất động sản Trường Thành;Bất động sản;0
TIX;Công ty Cổ phần Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình;Bất động sản;0
TN1;Công ty Cổ phần Thương mại Dịch vụ TNS Holdings;Bất động sản;0
VHM;Công ty Cổ phần Vinhomes;Bất động sản;1
VIC;Tập đoàn Vingroup - Công ty Cổ phần;Bất động sản;1
VPI;Công ty Cổ phần Đầu tư Văn Phú - Invest;Bất động sản;0
VPH;Công ty Cổ phần Vạn Phát Hưng;Bất động sản;0
VRE;Công ty Cổ phần Vincom Retail;Bất động sản;1
CII;Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TP.HCM;Vận tải;0
CLG;Công ty Cổ phần Đầu tư và Phát triển Nhà đất COTEC;Vận tải;0
DVP;Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ;Vận tải;0
GMD;Công ty Cổ phần GEMADEPT;Vận tải;0
HAH;Công ty Cổ phần Vận tải và Xếp dỡ Hải An;Vận tải;0
HTV;Công ty Cổ phần Logistics Vicem;Vận tải;0
HVN;Tổng Công ty Hàng không Việt Nam - CTCP;Vận tải;0
LGC;Công ty Cổ phần Đầu tư Cầu Đường CII;Vận tải;0
MHC;Công ty Cổ phần MHC;Vận tải;0
NCT;Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài;Vận tải;0
PDN;Công ty Cổ phần Cảng Đồng Nai;Vận tải;0
SCS;Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn;Vận tải;0
SFI;Công ty Cổ phần Đại lý Vận tải SAFI;Vận tải;0
SGN;Công ty Cổ phần Phục vụ Mặt đất Sài Gòn;Vận tải;0
SKG;Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang;Vận tải;0
STG;Công ty Cổ phần Kho vận Miền Nam;Vận tải;0
TCL;Công ty Cổ phần Đai lý Giao nhận Vận tải Xếp dỡ Tân Cảng;Vận tải;0
TCO;Công ty Cổ phần Vận tải Đa phương thức Duyên Hải;Vận tải;0
TMS;Công ty Cổ phần Transimex;Vận tải;0
VIP;Công ty Cổ phần Vận tải Xăng dầu VIPCO;Vận tải;0
VJC;Công ty Cổ phần Hàng không VietJet;Vận tải;1
VNL;Công ty Cổ phần Logistics Vinalink;Vận tải;0
VNS;Công ty Cổ phần Ánh Dương Việt Nam;Vận tải;0
VOS;Công ty Cổ phần Vận tải Biển Việt Nam;Vận tải;0
VSC;Công ty Cổ phần Container Việt Nam;Vận tải;0
VTO;Công ty Cổ phần Vận tải Xăng dầu VITACO;Vận tải;0
BTP;Công ty Cổ phần Nhiệt điện Bà Rịa;Dịch vụ tiện ích;0
BWE;Công ty Cổ phần Nước – Môi trường Bình Dương;Dịch vụ tiện ích;0
CLW;Công ty Cổ phần Cấp nước Chợ Lớn;Dịch vụ tiện ích;0
CHP;Công ty Cổ phần Thủy điện Miền Trung;Dịch vụ tiện ích;0
DRL;Công ty Cổ phần Thủy điện - Điện lực 3;Dịch vụ tiện ích;0
GAS;Tổng Công ty Khí Việt Nam - Công ty Cổ phần;Dịch vụ tiện ích;1
GEG;Công ty Cổ phần Điện Gia Lai;Dịch vụ tiện ích;0
KHP;Công ty Cổ phần Điện lực Khánh Hòa;Dịch vụ tiện ích;0
NT2;Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2;Dịch vụ tiện ích;0
PGD;Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam;Dịch vụ tiện ích;0
POW;Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP;Dịch vụ tiện ích;1
PPC;Công ty Cổ phần Nhiệt điện Phả Lại;Dịch vụ tiện ích;0
S4A;Công ty Cổ phần Thủy điện Sê San 4A;Dịch vụ tiện ích;0
SBA;Công ty Cổ phần Sông Ba;Dịch vụ tiện ích;0
SHP;Công ty Cổ phần Thủy điện Miền Nam;Dịch vụ tiện ích;0
SII;Công ty Cổ phần Hạ tầng nước Sài Gòn;Dịch vụ tiện ích;0
SJD;Công ty Cổ phần Thủy điện Cần Đơn;Dịch vụ tiện ích;0
TBC;Công ty Cổ phần Thủy điện Thác Bà;Dịch vụ tiện ích;0
TDM;Công ty Cổ phần Nước Thủ Dầu Một;Dịch vụ tiện ích;0
TDW;Công ty Cổ phần Cấp nước Thủ Đức;Dịch vụ tiện ích;0
TMP;Công ty Cổ phần Thủy điện Thác Mơ;Dịch vụ tiện ích;0
TTE;Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh;Dịch vụ tiện ích;0
UIC;Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO;Dịch vụ tiện ích;0
VPD;Công ty Cổ phần Phát triển Điện lực Việt Nam;Dịch vụ tiện ích;0
VSH;Công ty Cổ phần Thủy điện Vĩnh Sơn Sông Hinh;Dịch vụ tiện ích;0
